,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,WoodDeckSF,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,PorchSF
68,30.0,RM,47.0,4608.0,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4.0,6.0,1945.0,1950.0,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,747.0,GasA,TA,Y,SBrkr,0.0,747.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Attchd,1945.0,Unf,1.0,220.0,TA,Y,0.0,NA,NA,0.0,6.0,2010.0,WD,Normal,1494.0,0.0
633,20.0,RL,80.0,9250.0,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1954.0,2005.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,108.0,GasA,TA,Y,SBrkr,0.0,1056.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1954.0,Unf,1.0,260.0,TA,Y,390.0,NA,NA,0.0,7.0,2007.0,WD,Normal,2112.0,0.0
652,60.0,RL,70.0,8750.0,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,1996.0,1996.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,880.0,GasA,Ex,Y,SBrkr,0.0,1716.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,1996.0,RFn,2.0,512.0,TA,Y,0.0,NA,NA,0.0,7.0,2009.0,WD,Normal,2596.0,120.0
520,190.0,RL,60.0,10800.0,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,4.0,7.0,1900.0,2000.0,MetalSd,None,0.0,TA,TA,BrkTil,NA,NA,NA,NA,0.0,GasA,TA,N,FuseA,0.0,1294.0,0.0,0.0,2.0,0.0,3.0,2.0,TA,7.0,Typ,0.0,NA,NA,1980.0,NA,0.0,0.0,NA,N,220.0,NA,NA,0.0,8.0,2008.0,WD,Normal,1294.0,324.0
77,50.0,RM,50.0,8635.0,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1948.0,2001.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,295.0,GasA,TA,Y,SBrkr,0.0,1285.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Min1,0.0,NA,Detchd,1948.0,Unf,1.0,240.0,TA,Y,0.0,MnPrv,NA,0.0,1.0,2008.0,WD,Normal,1957.0,0.0
1418,20.0,RL,71.0,9204.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1963.0,1963.0,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,247.0,GasA,TA,Y,SBrkr,0.0,1144.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1962.0,Unf,1.0,336.0,TA,Y,0.0,NA,NA,0.0,8.0,2008.0,COD,Normal,2288.0,88.0
882,60.0,RL,67.0,9636.0,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1992.0,1993.0,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,808.0,GasA,Gd,Y,SBrkr,0.0,1593.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,BuiltIn,1993.0,RFn,2.0,389.0,TA,Y,342.0,MnPrv,NA,0.0,12.0,2009.0,WD,Normal,2401.0,40.0
364,60.0,RL,67.0,18800.0,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6.0,5.0,1976.0,1976.0,HdBoard,BrkFace,120.0,TA,TA,PConc,Gd,TA,Mn,GLQ,84.0,GasA,TA,Y,SBrkr,0.0,1574.0,1.0,0.0,2.0,1.0,3.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1976.0,Fin,2.0,566.0,TA,Y,306.0,NA,NA,0.0,7.0,2006.0,WD,Normal,2370.0,111.0
576,50.0,RL,52.0,6292.0,Reg,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,7.0,7.0,1928.0,1950.0,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,861.0,GasA,Gd,Y,SBrkr,0.0,1477.0,0.0,1.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,Gd,Detchd,1928.0,Unf,1.0,216.0,TA,Y,0.0,NA,NA,0.0,8.0,2009.0,WD,Normal,2338.0,50.0
253,80.0,RL,85.0,9350.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6.0,7.0,1964.0,1991.0,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,452.0,GasA,Ex,Y,SBrkr,0.0,1302.0,0.0,1.0,2.0,0.0,3.0,1.0,Gd,7.0,Min1,0.0,NA,Attchd,1964.0,RFn,1.0,309.0,TA,Y,333.0,MnPrv,NA,0.0,10.0,2007.0,CWD,Normal,2604.0,0.0
901,20.0,RL,64.0,8712.0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1957.0,2000.0,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,Mn,BLQ,132.0,GasA,TA,Y,SBrkr,0.0,1306.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,0.0,NA,Detchd,1968.0,Unf,1.0,756.0,TA,Y,0.0,NA,NA,0.0,5.0,2009.0,WD,Normal,2298.0,0.0
164,40.0,RM,40.0,5400.0,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,6.0,7.0,1926.0,2004.0,MetalSd,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,779.0,GasA,Gd,Y,FuseA,0.0,1616.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,5.0,Typ,0.0,NA,Detchd,1926.0,Unf,1.0,216.0,TA,Y,0.0,NA,NA,0.0,10.0,2007.0,WD,Normal,2765.0,183.0
1100,30.0,RL,60.0,8400.0,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,2.0,5.0,1920.0,1950.0,Wd Sdng,None,0.0,TA,TA,CBlock,TA,Fa,No,Rec,0.0,GasA,TA,N,FuseF,0.0,438.0,0.0,0.0,1.0,0.0,1.0,1.0,Fa,3.0,Typ,0.0,NA,Detchd,1930.0,Unf,1.0,246.0,TA,N,0.0,NA,NA,0.0,1.0,2009.0,WD,Normal,728.0,0.0
767,50.0,RL,75.0,12508.0,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,6.0,7.0,1940.0,1985.0,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,323.0,GasA,Ex,Y,SBrkr,0.0,1750.0,1.0,0.0,2.0,0.0,4.0,1.0,TA,7.0,Mod,0.0,NA,Attchd,1989.0,Unf,1.0,423.0,TA,Y,245.0,NA,Shed,1300.0,7.0,2008.0,WD,Normal,2733.0,156.0
1384,50.0,RL,60.0,9060.0,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6.0,5.0,1939.0,1950.0,WdShing,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,356.0,GasA,TA,Y,SBrkr,0.0,1258.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,6.0,Typ,0.0,NA,Detchd,1939.0,Unf,1.0,280.0,TA,P,0.0,MnPrv,NA,0.0,10.0,2009.0,WD,Normal,1818.0,0.0
169,20.0,RL,67.0,16669.0,IR1,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8.0,6.0,1981.0,1981.0,Plywood,BrkFace,653.0,Gd,TA,CBlock,Gd,TA,No,Unf,1686.0,GasA,TA,Y,SBrkr,0.0,1707.0,0.0,0.0,2.0,1.0,2.0,1.0,TA,6.0,Typ,1.0,TA,Attchd,1981.0,RFn,2.0,511.0,TA,Y,574.0,NA,NA,0.0,1.0,2006.0,WD,Normal,3393.0,64.0
44,20.0,RL,70.0,7945.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,6.0,1959.0,1959.0,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,465.0,GasA,Ex,Y,FuseA,0.0,1150.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1959.0,RFn,1.0,300.0,TA,Y,0.0,NA,NA,0.0,5.0,2006.0,WD,Normal,2300.0,0.0
684,60.0,RL,58.0,16770.0,IR2,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,5.0,1998.0,1998.0,VinylSd,BrkFace,30.0,Gd,TA,PConc,Gd,TA,No,Unf,1195.0,GasA,Gd,Y,SBrkr,0.0,1839.0,0.0,0.0,2.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,NA,Attchd,1998.0,Fin,2.0,486.0,TA,Y,0.0,NA,NA,0.0,6.0,2010.0,WD,Normal,3034.0,81.0
863,20.0,RL,70.0,7931.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,5.0,1959.0,1959.0,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,0.0,GasA,TA,Y,SBrkr,0.0,1148.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1959.0,Unf,1.0,672.0,TA,Y,0.0,GdPrv,NA,0.0,7.0,2009.0,WD,Normal,2296.0,0.0
485,20.0,RL,80.0,9600.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,7.0,1950.0,2007.0,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,506.0,GasA,Gd,Y,SBrkr,0.0,1113.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,5.0,Typ,1.0,Gd,Attchd,1950.0,Unf,1.0,264.0,TA,Y,0.0,NA,NA,0.0,7.0,2009.0,WD,Normal,2226.0,200.0
842,80.0,RL,82.0,9020.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6.0,7.0,1966.0,1966.0,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,276.0,GasA,TA,Y,SBrkr,0.0,1165.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1966.0,RFn,2.0,490.0,Gd,Y,0.0,GdPrv,NA,0.0,5.0,2008.0,WD,Normal,2292.0,129.0
1450,90.0,RL,60.0,9000.0,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5.0,5.0,1974.0,1974.0,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,896.0,GasA,TA,Y,SBrkr,0.0,1792.0,0.0,0.0,2.0,2.0,4.0,2.0,TA,8.0,Typ,0.0,NA,NA,1980.0,NA,0.0,0.0,NA,Y,32.0,NA,NA,0.0,9.0,2009.0,WD,Normal,2688.0,45.0
948,60.0,RL,65.0,14006.0,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7.0,5.0,2002.0,2002.0,VinylSd,BrkFace,144.0,Gd,TA,PConc,Gd,TA,NA,Unf,936.0,GasA,Ex,Y,SBrkr,0.0,1776.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2002.0,RFn,2.0,474.0,TA,Y,144.0,NA,NA,0.0,2.0,2006.0,WD,Normal,2712.0,96.0
853,80.0,RL,67.0,12095.0,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6.0,6.0,1964.0,1964.0,MetalSd,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,563.0,GasA,TA,Y,SBrkr,0.0,1445.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,Fa,Attchd,1964.0,RFn,2.0,645.0,TA,Y,180.0,MnPrv,NA,0.0,8.0,2009.0,WD,Normal,2572.0,0.0
360,85.0,RL,67.0,7540.0,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6.0,6.0,1978.0,1978.0,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,115.0,GasA,Ex,Y,SBrkr,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,TA,Attchd,1978.0,RFn,2.0,470.0,TA,Y,0.0,MnPrv,NA,0.0,6.0,2007.0,WD,Normal,1800.0,192.0
1244,70.0,RL,67.0,11435.0,IR1,HLS,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8.0,7.0,1929.0,1950.0,BrkFace,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,792.0,GasA,Fa,Y,SBrkr,0.0,1517.0,0.0,0.0,1.0,0.0,3.0,1.0,Gd,7.0,Typ,2.0,Gd,Detchd,1931.0,Unf,2.0,400.0,TA,Y,0.0,NA,NA,0.0,6.0,2006.0,WD,Normal,2309.0,0.0
29,30.0,RM,60.0,6324.0,IR1,Lvl,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4.0,6.0,1927.0,1950.0,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,520.0,GasA,Fa,N,SBrkr,0.0,520.0,0.0,0.0,1.0,0.0,1.0,1.0,Fa,4.0,Typ,0.0,NA,Detchd,1920.0,Unf,1.0,240.0,TA,Y,49.0,NA,NA,0.0,5.0,2008.0,WD,Normal,1040.0,87.0
1411,50.0,RL,80.0,9600.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6.0,8.0,1950.0,2005.0,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,BLQ,736.0,GasA,Ex,Y,SBrkr,0.0,1668.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Min2,0.0,NA,Attchd,1950.0,Unf,1.0,271.0,TA,Y,0.0,MnPrv,NA,0.0,9.0,2009.0,WD,Normal,2524.0,0.0
388,20.0,RL,93.0,9382.0,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,1999.0,2000.0,VinylSd,BrkFace,125.0,Gd,TA,PConc,Gd,TA,No,Unf,1468.0,GasA,Ex,Y,SBrkr,0.0,1479.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,1999.0,RFn,2.0,577.0,TA,Y,120.0,NA,NA,0.0,7.0,2008.0,WD,Normal,2947.0,25.0
212,60.0,FV,72.0,8640.0,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2009.0,2009.0,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,78.0,GasA,Ex,Y,SBrkr,0.0,1852.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2009.0,RFn,2.0,644.0,TA,Y,168.0,NA,NA,0.0,7.0,2009.0,New,Partial,2752.0,108.0
1057,60.0,RL,67.0,29959.0,IR2,Lvl,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7.0,6.0,1994.0,1994.0,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,378.0,GasA,Ex,Y,SBrkr,0.0,1850.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,Gd,BuiltIn,1994.0,Fin,2.0,467.0,TA,Y,168.0,NA,NA,0.0,1.0,2009.0,WD,Normal,2823.0,98.0
49,20.0,RL,66.0,7742.0,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,7.0,1966.0,1966.0,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,192.0,GasA,Ex,Y,SBrkr,0.0,955.0,1.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1966.0,Unf,1.0,386.0,TA,Y,0.0,MnPrv,NA,0.0,1.0,2007.0,WD,Normal,1910.0,0.0
911,20.0,RL,67.0,9286.0,IR1,Lvl,CulDSac,Mod,CollgCr,Norm,Norm,1Fam,1Story,5.0,7.0,1977.0,1989.0,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,1072.0,GasA,TA,Y,SBrkr,0.0,1268.0,0.0,0.0,1.0,1.0,3.0,1.0,Gd,5.0,Typ,0.0,NA,Detchd,1978.0,Unf,1.0,252.0,TA,Y,173.0,NA,NA,0.0,10.0,2009.0,WD,Normal,2536.0,0.0
742,20.0,RL,65.0,8450.0,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7.0,5.0,2000.0,2001.0,VinylSd,BrkFace,108.0,TA,TA,PConc,Gd,TA,No,Unf,1349.0,GasA,Ex,Y,SBrkr,0.0,1349.0,0.0,0.0,2.0,0.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,2000.0,Unf,2.0,539.0,TA,Y,120.0,GdPrv,NA,0.0,12.0,2007.0,WD,Normal,2698.0,55.0
267,75.0,RL,60.0,8400.0,Reg,Bnk,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5.0,8.0,1939.0,1997.0,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,342.0,GasA,Ex,Y,SBrkr,420.0,2192.0,0.0,0.0,2.0,1.0,4.0,1.0,Gd,8.0,Typ,1.0,Gd,Detchd,1939.0,Unf,1.0,240.0,TA,Y,262.0,NA,NA,0.0,7.0,2008.0,WD,Normal,2492.0,24.0
1066,60.0,RL,59.0,7837.0,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,7.0,1993.0,1994.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,799.0,GasA,Gd,Y,SBrkr,0.0,1571.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,7.0,Typ,1.0,TA,Attchd,1993.0,RFn,2.0,380.0,TA,Y,0.0,NA,NA,0.0,5.0,2009.0,WD,Normal,2370.0,40.0
1343,50.0,RL,57.0,7558.0,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6.0,6.0,1928.0,1950.0,BrkFace,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,896.0,GasA,Gd,Y,SBrkr,0.0,1913.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,9.0,Typ,1.0,TA,Detchd,1929.0,Unf,2.0,342.0,Fa,Y,0.0,NA,NA,0.0,3.0,2009.0,WD,Normal,2809.0,0.0
883,75.0,RL,60.0,6204.0,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4.0,5.0,1912.0,1950.0,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,795.0,GasA,TA,N,SBrkr,481.0,2230.0,1.0,0.0,1.0,0.0,5.0,1.0,TA,10.0,Typ,0.0,NA,Detchd,1997.0,Unf,1.0,440.0,Gd,Y,0.0,NA,NA,0.0,3.0,2006.0,WD,Normal,2544.0,188.0
511,120.0,RL,40.0,6792.0,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7.0,5.0,2005.0,2006.0,VinylSd,Stone,94.0,Gd,TA,PConc,Gd,TA,No,Unf,1368.0,GasA,Ex,Y,SBrkr,0.0,1368.0,0.0,0.0,2.0,0.0,2.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2005.0,RFn,2.0,474.0,TA,Y,132.0,NA,NA,0.0,3.0,2006.0,New,Partial,2736.0,35.0
833,20.0,RL,100.0,10004.0,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6.0,6.0,1964.0,1964.0,HdBoard,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,975.0,GasA,TA,Y,SBrkr,0.0,1516.0,0.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NA,Attchd,1964.0,RFn,2.0,472.0,TA,Y,0.0,NA,NA,0.0,2.0,2009.0,WD,Normal,3032.0,152.0
1243,20.0,RL,107.0,13891.0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10.0,5.0,2006.0,2006.0,VinylSd,None,0.0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,690.0,GasA,Ex,Y,SBrkr,0.0,2076.0,1.0,0.0,2.0,1.0,2.0,1.0,Ex,7.0,Typ,1.0,Gd,Attchd,2006.0,Fin,3.0,850.0,TA,Y,216.0,NA,NA,0.0,9.0,2006.0,New,Partial,4152.0,229.0
1051,20.0,RL,103.0,11175.0,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2007.0,2007.0,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,1316.0,GasA,Ex,Y,SBrkr,0.0,1316.0,0.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,1.0,Gd,Attchd,2007.0,Fin,2.0,440.0,TA,Y,0.0,NA,NA,0.0,10.0,2007.0,New,Partial,2632.0,20.0
187,50.0,RL,60.0,10410.0,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5.0,7.0,1916.0,1987.0,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,660.0,GasA,Ex,Y,SBrkr,144.0,1656.0,0.0,0.0,2.0,1.0,3.0,1.0,TA,8.0,Min2,0.0,NA,Detchd,1916.0,Unf,1.0,180.0,Fa,N,0.0,MnPrv,NA,0.0,8.0,2009.0,WD,Normal,2172.0,140.0
223,20.0,RL,70.0,10500.0,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,6.0,1971.0,1971.0,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,160.0,GasA,Gd,Y,SBrkr,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Detchd,1989.0,Unf,2.0,576.0,TA,Y,216.0,NA,NA,0.0,3.0,2009.0,WD,Abnorml,1728.0,0.0
1234,70.0,RH,55.0,8525.0,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5.0,6.0,1911.0,1950.0,MetalSd,None,0.0,TA,TA,PConc,TA,TA,Av,Unf,940.0,GasA,TA,N,FuseA,0.0,1964.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,7.0,Typ,0.0,NA,NA,1980.0,NA,0.0,0.0,NA,N,0.0,NA,NA,0.0,11.0,2008.0,WD,Abnorml,2904.0,192.0
375,30.0,RL,67.0,10020.0,IR1,Low,Inside,Sev,Edwards,Norm,Norm,1Fam,1Story,1.0,1.0,1922.0,1950.0,Wd Sdng,None,0.0,Fa,Fa,BrkTil,Fa,Po,Gd,BLQ,333.0,GasA,Gd,N,FuseA,0.0,904.0,1.0,0.0,0.0,1.0,1.0,1.0,Fa,4.0,Maj1,0.0,NA,NA,1980.0,NA,0.0,0.0,NA,Y,0.0,NA,NA,0.0,3.0,2009.0,WD,Normal,1587.0,0.0
1033,20.0,RL,67.0,8125.0,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,2002.0,2002.0,VinylSd,Stone,295.0,Gd,TA,PConc,Gd,TA,No,GLQ,668.0,GasA,Ex,Y,SBrkr,0.0,1654.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2002.0,Unf,3.0,900.0,TA,Y,0.0,NA,NA,0.0,2.0,2006.0,WD,Normal,3308.0,136.0
1062,190.0,RM,85.0,13600.0,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5.0,5.0,1900.0,1950.0,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,662.0,GasA,TA,N,SBrkr,0.0,2337.0,0.0,0.0,2.0,0.0,5.0,2.0,TA,10.0,Min2,0.0,NA,Detchd,1945.0,Unf,2.0,560.0,TA,Y,0.0,NA,NA,0.0,9.0,2007.0,WD,Normal,2999.0,57.0
1236,160.0,RL,36.0,2628.0,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7.0,5.0,2003.0,2003.0,VinylSd,Stone,106.0,Gd,TA,PConc,Gd,TA,No,Unf,764.0,GasA,Ex,Y,SBrkr,0.0,1626.0,0.0,0.0,2.0,1.0,2.0,1.0,Gd,6.0,Typ,0.0,NA,BuiltIn,2003.0,RFn,2.0,474.0,TA,Y,0.0,NA,NA,0.0,6.0,2010.0,WD,Normal,2390.0,27.0
1135,30.0,RM,60.0,6180.0,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6.0,5.0,1926.0,1950.0,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,960.0,GasA,TA,N,SBrkr,0.0,986.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,Gd,Detchd,1926.0,Unf,1.0,180.0,TA,Y,0.0,NA,NA,0.0,5.0,2007.0,WD,Normal,1946.0,128.0
886,90.0,RL,70.0,8393.0,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5.0,5.0,1959.0,2005.0,MetalSd,BrkFace,122.0,TA,TA,CBlock,TA,TA,No,LwQ,1098.0,GasA,Ex,Y,SBrkr,0.0,1712.0,0.0,0.0,2.0,0.0,4.0,2.0,TA,8.0,Typ,0.0,NA,Attchd,2005.0,Fin,2.0,588.0,TA,Y,272.0,NA,NA,0.0,6.0,2006.0,WD,Family,3338.0,54.0
1351,60.0,RL,70.0,9247.0,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6.0,6.0,1962.0,1962.0,HdBoard,BrkFace,318.0,TA,TA,CBlock,TA,TA,No,Rec,539.0,GasA,Ex,Y,SBrkr,0.0,1716.0,0.0,0.0,1.0,1.0,4.0,1.0,TA,8.0,Typ,1.0,Gd,Attchd,1962.0,Fin,2.0,490.0,TA,Y,0.0,NA,NA,0.0,3.0,2008.0,WD,Normal,2574.0,204.0
1321,20.0,RL,67.0,6627.0,IR1,Lvl,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3.0,6.0,1949.0,1950.0,VinylSd,None,0.0,TA,TA,CBlock,NA,NA,NA,NA,0.0,Floor,TA,N,SBrkr,0.0,720.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,4.0,Typ,0.0,NA,Detchd,1955.0,Unf,1.0,287.0,Fa,Y,0.0,NA,NA,0.0,7.0,2008.0,WD,Normal,720.0,0.0
